episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,timesteps_this_iter,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,num_healthy_workers,trial_id,experiment_tag,policy_reward_min/policy_0,policy_reward_min/policy_1,policy_reward_min/policy_2,policy_reward_max/policy_0,policy_reward_max/policy_1,policy_reward_max/policy_2,policy_reward_mean/policy_0,policy_reward_mean/policy_1,policy_reward_mean/policy_2,sampler_perf/mean_env_wait_ms,sampler_perf/mean_processing_ms,sampler_perf/mean_inference_ms,info/num_steps_trained,info/num_steps_sampled,info/num_weight_syncs,info/num_steps_replayed,info/sample_throughput,perf/cpu_util_percent,perf/ram_util_percent,perf/gpu_util_percent0,perf/vram_util_percent0,perf/gpu_util_percent1,perf/vram_util_percent1,info/timing_breakdown/optimizer_step_time_ms,info/timing_breakdown/learner_grad_time_ms,info/timing_breakdown/learner_load_time_ms,info/timing_breakdown/learner_load_wait_time_ms,info/timing_breakdown/learner_dequeue_time_ms,info/learner_queue/size_count,info/learner_queue/size_mean,info/learner_queue/size_std,info/learner_queue/size_quantiles,info/learner/policy_0/cur_lr,info/learner/policy_0/policy_loss,info/learner/policy_0/entropy,info/learner/policy_0/entropy_coeff,info/learner/policy_0/var_gnorm,info/learner/policy_0/vf_loss,info/learner/policy_0/vf_explained_var,info/learner/policy_0/grad_gnorm,info/learner/policy_1/cur_lr,info/learner/policy_1/policy_loss,info/learner/policy_1/entropy,info/learner/policy_1/entropy_coeff,info/learner/policy_1/var_gnorm,info/learner/policy_1/vf_loss,info/learner/policy_1/vf_explained_var,info/learner/policy_1/grad_gnorm,info/learner/policy_2/cur_lr,info/learner/policy_2/policy_loss,info/learner/policy_2/entropy,info/learner/policy_2/entropy_coeff,info/learner/policy_2/var_gnorm,info/learner/policy_2/vf_loss,info/learner/policy_2/vf_explained_var,info/learner/policy_2/grad_gnorm
-92.54378024418838,-117.92004338232803,-106.45519609484117,54.19512195121951,41,1280,False,1280,41,1,ee4c5fc317b943ce81ca987bd1c64b3b,2020-05-17_17-21-22,1589736082,12.141338348388672,12.141338348388672,26698,gammaumd5,129.2.189.147,12.141338348388672,1280,1,8,c5728060,0,-107.63074078325494,-107.03883365727961,-105.48961756393935,2.0602084503819498,4.415194984991103,2.8490397264249623,-61.51682378908968,-35.944747855638845,-8.993624450112659,19.605701444486193,2.992096696840398,5.210381816693276,0,1280,9,0,92.16,52.5,44.95882352941177,0.0,0.0,0.0,0.05433395792294593,1250.519,1203.198,nan,nan,5648.008,2,0.5,0.5,"[0.0, 0.1, 0.5, 0.9, 1.0]",0.0005000000237487257,-3111.8665,3602.0288,0.009999999776482582,20.464605,5332.1895,-0.0049681664,40.0,0.0005000000237487257,-3995.904,3372.286,0.009999999776482582,20.485376,3448.9824,0.010251522,40.0,0.0005000000237487257,-3301.3552,3578.8442,0.009999999776482582,20.472548,4423.4497,0.0026695132,40.000004
-73.56338794226758,-216.22901528282088,-109.72077256421926,69.96587030716724,293,24960,False,26240,334,2,ee4c5fc317b943ce81ca987bd1c64b3b,2020-05-17_17-21-33,1589736093,10.885528326034546,23.026866674423218,26698,gammaumd5,129.2.189.147,23.026866674423218,26240,2,8,c5728060,0,-116.23181090977354,-110.86801813721348,-117.29774158238433,7.653900805472702,10.787157098917909,10.887486085218065,-49.59754222547369,-38.34332329834641,-21.779907040399173,19.33110547593315,2.9444706587742626,2.831047742343081,26240,26240,167,0,2282.343,59.41428571428572,49.521428571428565,0.0,0.0,0.027142857142857153,0.06842726200199656,80.391,60.983,nan,nan,206.869,41,0.024390243902439025,0.1542574468374819,"[0.0, 0.0, 0.0, 0.0, 1.0]",0.0004999680095352232,-469.82965,14360.575,0.009999999776482582,20.732939,33.789318,0.73872197,40.0,0.0004999680095352232,1226.5376,6914.4404,0.009999999776482582,20.608263,759.9513,0.24816954,40.0,0.0004999680095352232,2219.373,5170.536,0.009999999776482582,20.562037,2603.5977,0.09202939,40.0
35.50143127515912,-221.65093977376816,-102.72392941143222,107.53879310344827,232,26240,False,52480,566,3,ee4c5fc317b943ce81ca987bd1c64b3b,2020-05-17_17-21-44,1589736104,10.895066499710083,33.9219331741333,26698,gammaumd5,129.2.189.147,33.9219331741333,52480,3,8,c5728060,0,-119.98041958276494,-109.79810339941955,-114.63677211323132,14.809018067239471,11.734620946459472,14.595232534843184,-58.082346377349175,-33.73565887524539,-10.90592415883766,19.189219938231002,2.8377691625107606,2.646223452220353,51840,52480,328,0,2393.724,59.721428571428575,50.185714285714276,0.0,0.0,0.025714285714285714,0.06842726200199656,75.912,72.646,nan,nan,187.519,82,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0004993440234102309,-621.31006,21830.303,0.009999999776482582,20.870413,442.7071,0.35040885,40.0,0.0004993440234102309,2500.3916,6009.2734,0.009999999776482582,20.664854,1511.062,0.11149728,40.0,0.0004993440234102309,300.98218,4939.696,0.009999999776482582,20.67853,2364.8914,0.35467088,40.0
37.98342210240662,-213.0956173189916,-95.63162115735715,119.05050505050505,198,25600,False,78080,764,4,ee4c5fc317b943ce81ca987bd1c64b3b,2020-05-17_17-21-55,1589736115,10.981427907943726,44.903361082077026,26698,gammaumd5,129.2.189.147,44.903361082077026,78080,4,8,c5728060,0,-116.17098654643632,-110.00475758966058,-108.58232522103935,12.945905738432579,13.08640703426984,13.504048317108143,-60.04010222532421,-15.370462207270139,-20.2210567247628,19.18967659486084,2.7825599448597482,2.564349145175048,78080,78080,489,0,2319.684,59.41428571428571,50.74285714285715,0.0,0.0,0.027142857142857153,0.06842726200199656,83.953,61.468,nan,nan,204.657,122,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0004986880230717361,740.8522,28779.805,0.009999999776482582,21.032154,156.41193,0.7043253,40.0,0.0004986880230717361,930.8579,5643.403,0.009999999776482582,20.705715,304.79642,0.3880384,40.0,0.0004986880230717361,-193.43945,8884.777,0.009999999776482582,20.929674,414.891,0.89539546,40.000008
33.4672227737028,-218.938939812826,-100.32268233737739,104.72363636363636,275,25600,False,103680,1039,5,ee4c5fc317b943ce81ca987bd1c64b3b,2020-05-17_17-22-06,1589736126,10.927751779556274,55.8311128616333,26698,gammaumd5,129.2.189.147,55.8311128616333,103680,5,8,c5728060,0,-114.95905671974955,-111.44256649794988,-113.63959436755006,10.824762340712667,11.397650119693324,11.24481031329681,-34.49915817002738,-21.551004980849246,-44.27251918650077,19.172001584996774,2.8076563673398356,2.5292807388842706,103040,103680,648,0,2329.843,59.2,51.29285714285714,0.0,0.0,0.019285714285714285,0.06842726200199656,75.701,57.971,nan,nan,201.682,162,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0004980479716323316,0.05866483,64670.555,0.009999999776482582,21.615833,3.3106495e-05,0.99999994,40.0,0.0004980479716323316,54.404705,6438.922,0.009999999776482582,20.754934,251.66724,0.7797587,40.0,0.0004980479716323316,8.071617,49352.03,0.009999999776482582,21.532557,0.011186395,0.99999493,40.0
18.930005387170233,-223.05208563059568,-104.16107780419769,83.15072463768117,345,26240,False,129920,1384,6,ee4c5fc317b943ce81ca987bd1c64b3b,2020-05-17_17-22-17,1589736137,10.95124101638794,66.78235387802124,26698,gammaumd5,129.2.189.147,66.78235387802124,129920,6,8,c5728060,0,-117.45504292853488,-124.3924679105791,-121.22691123637681,7.869403928983957,11.59949113521725,11.657338983146474,-15.768838316199016,-57.50613713211595,-30.88610235588273,19.017084205295443,2.8551072954678416,2.505045605726955,129280,129920,812,0,2389.262,59.62857142857143,51.85000000000001,0.0,0.0,0.02142857142857143,0.06842726200199656,73.858,64.168,nan,nan,200.991,203,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.000497407978400588,nan,nan,0.009999999776482582,nan,nan,-1.0,nan,0.000497407978400588,-117.97432,18878.441,0.009999999776482582,20.99904,8.972343,0.99040526,40.000004,0.000497407978400588,nan,nan,0.009999999776482582,nan,nan,-1.0,nan
-6.779605530900895,-217.25049492972903,-105.46432416147064,79.70746268656717,335,25600,False,155520,1719,7,ee4c5fc317b943ce81ca987bd1c64b3b,2020-05-17_17-22-28,1589736148,10.996261835098267,77.7786157131195,26698,gammaumd5,129.2.189.147,77.7786157131195,155520,7,8,c5728060,0,-105.995792992025,-108.07319627446122,-111.23561758967116,8.55925396092546,8.917881145995729,9.329763684809826,-19.17127424189775,-70.70515223907387,-15.587897680499047,18.94339830351385,2.885983349823583,2.48962563155597,155520,155520,973,0,2314.147,58.42,52.34666666666667,0.0,0.0,0.024666666666666674,0.06842726200199656,82.308,72.286,nan,nan,194.29,243,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0004967519780620933,nan,nan,0.009999999776482582,nan,nan,-1.0,nan,0.0004967519780620933,-0.0037018785,110069.08,0.009999999776482582,22.082096,3.705054e-10,1.0,40.0,0.0004967519780620933,nan,nan,0.009999999776482582,nan,nan,-1.0,nan
-75.80238488106988,-277.0024087908678,-97.59993346791745,100.28740157480316,254,26240,False,181760,1973,8,ee4c5fc317b943ce81ca987bd1c64b3b,2020-05-17_17-22-39,1589736159,10.893535375595093,88.6721510887146,26698,gammaumd5,129.2.189.147,88.6721510887146,181760,8,8,c5728060,0,-103.79819824236135,-106.65781901652615,-105.30068610825887,8.840276530555755,8.119508780927085,8.650056239295125,-32.691553130912716,-42.067869258231,-22.84051107877374,18.860157801049933,2.872893716502621,2.481043938770814,181760,181760,1137,0,2395.524,59.73571428571428,52.964285714285715,0.0,0.0,0.02785714285714286,0.06842726200199656,95.673,58.379,nan,nan,198.116,284,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0004961119848303497,nan,nan,0.009999999776482582,nan,nan,-1.0,nan,0.0004961119848303497,nan,nan,0.009999999776482582,nan,nan,-1.0,nan,0.0004961119848303497,nan,nan,0.009999999776482582,nan,nan,-1.0,nan
-76.02347761695276,-193.3229230316356,-89.50987021096364,113.28813559322033,236,26240,False,208000,2209,9,ee4c5fc317b943ce81ca987bd1c64b3b,2020-05-17_17-22-50,1589736170,10.90924072265625,99.58139181137085,26698,gammaumd5,129.2.189.147,99.58139181137085,208000,9,8,c5728060,0,-98.32702025057128,-101.1002989424548,-111.55948994859743,8.239621566918984,8.410438941325992,8.88638840858281,-52.46551511791571,-24.474491925543116,-12.569863167504826,18.774598310476645,2.8570717031942645,2.4695021262324905,208000,208000,1302,0,2393.194,59.82142857142857,53.72857142857142,0.0,0.0,0.029285714285714297,0.06842726200199656,68.682,58.39,nan,nan,192.793,325,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0004954559844918549,nan,nan,0.009999999776482582,nan,nan,-1.0,nan,0.0004954559844918549,nan,nan,0.009999999776482582,nan,nan,-1.0,nan,0.0004954559844918549,nan,nan,0.009999999776482582,nan,nan,-1.0,nan
-76.29408407234587,-189.2356163591612,-91.27007128781852,111.96170212765958,235,26880,False,234880,2444,10,ee4c5fc317b943ce81ca987bd1c64b3b,2020-05-17_17-23-01,1589736181,10.945732355117798,110.52712416648865,26698,gammaumd5,129.2.189.147,110.52712416648865,234880,10,8,c5728060,0,-101.51233486093892,-101.23535299161449,-102.05581520862569,8.088827846338972,8.181006724170096,8.712298853167638,-46.79585592441389,-24.73406690381887,-19.740148459585775,18.70852432090881,2.844014132234837,2.4627579554396957,234240,234880,1468,0,2440.703,60.02142857142858,54.35714285714287,0.0,0.0,0.025000000000000005,0.06842726200199656,75.663,61.131,nan,nan,196.21,367,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0004947999841533601,nan,nan,0.009999999776482582,nan,nan,-1.0,nan,0.0004947999841533601,nan,nan,0.009999999776482582,nan,nan,-1.0,nan,0.0004947999841533601,nan,nan,0.009999999776482582,nan,nan,-1.0,nan
