episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,timesteps_this_iter,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,num_healthy_workers,trial_id,experiment_tag,policy_reward_min/policy_0,policy_reward_min/policy_1,policy_reward_min/policy_2,policy_reward_max/policy_0,policy_reward_max/policy_1,policy_reward_max/policy_2,policy_reward_mean/policy_0,policy_reward_mean/policy_1,policy_reward_mean/policy_2,sampler_perf/mean_env_wait_ms,sampler_perf/mean_processing_ms,sampler_perf/mean_inference_ms,info/min_exploration,info/max_exploration,info/num_target_updates,info/num_steps_trained,info/num_steps_sampled,info/sample_throughput,info/train_throughput,info/num_weight_syncs,info/num_samples_dropped,perf/cpu_util_percent,perf/ram_util_percent,perf/gpu_util_percent0,perf/vram_util_percent0,perf/gpu_util_percent1,perf/vram_util_percent1,info/learner_queue/size_count,info/learner_queue/size_mean,info/learner_queue/size_std,info/learner_queue/size_quantiles,info/replay_shard_0/add_batch_time_ms,info/replay_shard_0/replay_time_ms,info/replay_shard_0/update_priorities_time_ms,info/replay_shard_0/policy_policy_0/added_count,info/replay_shard_0/policy_policy_0/sampled_count,info/replay_shard_0/policy_policy_0/est_size_bytes,info/replay_shard_0/policy_policy_0/num_entries,info/replay_shard_0/policy_policy_1/added_count,info/replay_shard_0/policy_policy_1/sampled_count,info/replay_shard_0/policy_policy_1/est_size_bytes,info/replay_shard_0/policy_policy_1/num_entries,info/replay_shard_0/policy_policy_2/added_count,info/replay_shard_0/policy_policy_2/sampled_count,info/replay_shard_0/policy_policy_2/est_size_bytes,info/replay_shard_0/policy_policy_2/num_entries,info/learner/policy_0/mean_q,info/learner/policy_0/max_q,info/learner/policy_0/min_q,info/learner/policy_1/mean_q,info/learner/policy_1/max_q,info/learner/policy_1/min_q,info/learner/policy_2/mean_q,info/learner/policy_2/max_q,info/learner/policy_2/min_q
1.3631927666719932,-205.721249723807,-104.23144143148623,74.80628272251309,191,41280,False,41280,191,1,fe6b6dd268954c288c3320dc96cee22c,2020-05-18_00-57-14,1589763434,31.12841272354126,31.12841272354126,27017,gammaumd5,129.2.189.147,31.12841272354126,41280,1,8,6757fd6c,0,-108.73313369524355,-110.24502226593904,-118.72243110990775,6.4002022343532445,4.768942917386688,5.766029507930696,-22.137277577725772,-37.74936291687459,-44.34480093688588,18.547478269592016,6.252296322215604,2.431562306672485,0.0,0.4,2,110080,41280,0.0,0.0,82,2101,42.925,28.9,0.0,0.0,0.023,0.03514384245394318,45620,0.18,0.38418745424597095,"[0.0, 0.0, 0.0, 1.0, 1.0]",38.676,150.221,143.375,9920,31232,16681484,9920,9920,31232,16783344,9920,9920,31232,16708908,9920,-4.001753,2.4599125,-78.200424,-5.8299093,7.1486907,-69.13698,-5.2599792,4.580081,-91.94711
-2.1120298651512783,-233.4593962787185,-107.65375794625047,80.51063829787235,329,67680,False,108960,520,2,fe6b6dd268954c288c3320dc96cee22c,2020-05-18_00-57-45,1589763465,31.32942008972168,62.45783281326294,27017,gammaumd5,129.2.189.147,62.45783281326294,108960,2,8,6757fd6c,0,-119.59474323488152,-120.12599071953446,-122.13230754683414,9.090347679099068,11.235284614609554,6.157287669212863,-48.091690627346864,-30.368932256740596,-29.193135062163027,17.88932449521421,6.057607895454547,2.256676558897808,0.0,0.4,5,284672,108960,1533.934,0.0,224,2101,45.42,36.44,0.0,0.0,0.03925,0.037662219802159905,45961,0.18,0.38418745424597095,"[0.0, 0.0, 0.0, 1.0, 1.0]",32.599,146.378,168.228,28320,76288,41994920,25000,28320,76288,42292436,25000,28320,76288,42052116,25000,-8.140948,3.3354785,-119.06587,-8.037124,1.59795,-123.2824,-5.9335856,4.4013333,-167.82455
-4.491775019327186,-241.70956740621477,-124.395298361578,83.0817843866171,269,67040,False,176000,789,3,fe6b6dd268954c288c3320dc96cee22c,2020-05-18_00-58-16,1589763496,31.357478618621826,93.81531143188477,27017,gammaumd5,129.2.189.147,93.81531143188477,176000,3,8,6757fd6c,0,-106.59045753410707,-125.75644244711535,-124.58013279223815,4.084651130484417,7.288184927854061,5.6600763441529125,-33.78882719417615,-31.05111729572591,-59.55535387167594,17.931901651585104,6.0101693598145856,2.2152401296758963,0.0,0.4,9,459264,176000,0.0,0.0,365,2101,45.21,43.1275,0.0,0.0,0.037,0.037662219802159905,46302,0.16,0.36660605559646714,"[0.0, 0.0, 0.0, 1.0, 1.0]",22.036,146.209,142.583,45280,121344,41994920,25000,45280,121344,42292436,25000,45280,121344,42052116,25000,-7.9201984,2.6673315,-116.682976,-2.0347943,2.3142323,-82.51757,-7.1527114,7.748971,-92.80049
17.336431162199,-350.0078482837416,-124.8655594560089,93.78947368421052,285,67360,False,243360,1074,4,fe6b6dd268954c288c3320dc96cee22c,2020-05-18_00-58-48,1589763528,31.31682324409485,125.13213467597961,27017,gammaumd5,129.2.189.147,125.13213467597961,243360,4,8,6757fd6c,0,-113.16816787561402,-135.4900215592546,-131.3263946781711,8.301199456521616,5.723629026596122,7.634135101068139,-30.057631869586896,-50.55637385033926,-44.25155373608275,17.870218023173553,5.995336719382989,2.1934050998666006,0.0,0.4,12,631296,243360,3331.672,0.0,505,2101,45.032500000000006,49.434999999999995,0.0,0.0,0.0375,0.037662219802159905,46639,0.16,0.41761226035642196,"[0.0, 0.0, 0.0, 1.0, 2.0]",19.809,157.152,142.817,58560,166912,41994920,25000,58560,166912,42292436,25000,58560,166912,42052116,25000,-3.4203925,1.9302373,-107.563934,-7.2695093,5.1372337,-145.33606,-6.533716,2.6789114,-87.92168
-11.368683343054727,-244.98930569714867,-119.31973135992008,59.50704225352113,426,66720,False,310080,1500,5,fe6b6dd268954c288c3320dc96cee22c,2020-05-18_00-59-19,1589763559,31.21208167076111,156.34421634674072,27017,gammaumd5,129.2.189.147,156.34421634674072,310080,5,8,6757fd6c,0,-109.64077050277652,-126.14960796246305,-125.88461230190781,7.28886062791571,0.391466667953253,9.346635584253818,-4.308533537122905,-93.10586899225342,-21.905328830543773,17.767042864710593,6.123770524061224,2.1821398672414456,0.0,0.4,16,807936,310080,0.0,0.0,643,2101,45.075,55.705,0.0,0.0,0.041,0.037662219802159905,46983,0.08,0.2712931993250107,"[0.0, 0.0, 0.0, 0.0, 1.0]",27.571,138.417,143.318,75200,212480,41994920,25000,75200,212480,42292436,25000,75200,212480,42052116,25000,-3.10621,5.0647492,-111.20544,-14.694876,3.9731293,-130.64285,-7.169572,10.18112,-134.25507
-68.1633439832367,-240.2655872819014,-118.55504578653225,71.28285714285714,350,67200,False,377280,1850,6,fe6b6dd268954c288c3320dc96cee22c,2020-05-18_00-59-50,1589763590,31.32082724571228,187.665043592453,27017,gammaumd5,129.2.189.147,187.665043592453,377280,6,8,6757fd6c,0,-108.48091535704832,-129.48627439149035,-121.56323913368396,16.858540589921176,12.008355083409697,6.388569871895015,-16.763139723876847,-68.87303256020805,-32.91887350244737,17.743591966622606,6.1330958047963655,2.1726288049274394,0.0,0.4,19,984576,377280,1950.907,0.0,784,2101,45.144999999999996,59.5425,0.0,0.0,0.03825,0.037662219802159905,47329,0.16,0.41761226035642196,"[0.0, 0.0, 0.0, 1.0, 2.0]",26.541,152.811,153.525,93280,258048,41994920,25000,93280,258048,42292436,25000,93280,258048,42052116,25000,-1.7171344,9.834169,-113.97854,-11.864037,3.79909,-114.496605,-6.4836874,5.8054047,-145.2278
-71.36442751646975,-221.1138961557299,-115.35192009687441,59.7487922705314,414,66240,False,443520,2264,7,fe6b6dd268954c288c3320dc96cee22c,2020-05-18_01-00-22,1589763622,31.256173849105835,218.92121744155884,27017,gammaumd5,129.2.189.147,218.92121744155884,443520,7,8,6757fd6c,0,-112.0697966759714,-124.25687289843336,-118.73245101002976,14.37859424653773,2.827520771029711,14.037250256243468,-71.16897853467282,-36.9220907301194,-7.260850832082203,17.691111151769736,6.177063665758894,2.1592132300528504,0.0,0.4,23,1158656,443520,1792.356,0.0,922,2101,44.975,60.17,0.0,0.0,0.03825,0.037662219802159905,47670,0.16,0.36660605559646714,"[0.0, 0.0, 0.0, 1.0, 1.0]",23.562,145.211,157.408,108320,304640,41994920,25000,108320,304640,42292436,25000,108320,304640,42052116,25000,-8.580318,9.128312,-110.196526,-10.066908,5.781086,-127.19903,-5.539889,8.409704,-131.93445
-0.28939838823862374,-234.9396713464521,-120.98875130391055,88.852140077821,257,66880,False,510400,2521,8,fe6b6dd268954c288c3320dc96cee22c,2020-05-18_01-00-53,1589763653,31.249751091003418,250.17096853256226,27017,gammaumd5,129.2.189.147,250.17096853256226,510400,8,8,6757fd6c,0,-111.3875641305931,-120.90031306554252,-120.00368505320512,7.883052725732945,3.5198645112104714,7.568925733134769,-18.706534962464566,-82.71938515921582,-19.562831182230173,17.749842904484,6.137927703722928,2.156448254452037,0.0,0.4,26,1332736,510400,0.0,0.0,1060,2101,45.02,60.61749999999999,0.0,0.0,0.0395,0.037662219802159905,48008,0.12,0.3815756805667783,"[0.0, 0.0, 0.0, 0.10000000000000142, 2.0]",21.097,147.028,144.01,123200,350208,41994920,25000,123200,350208,42292436,25000,123200,350208,42052116,25000,-5.928061,4.7442985,-105.34264,-4.5205016,5.394932,-107.83887,-3.474907,1.4658424,-116.80028
6.960671855835244,-221.22605027374814,-114.56399009296527,119.64615384615385,195,67200,False,577600,2716,9,fe6b6dd268954c288c3320dc96cee22c,2020-05-18_01-01-24,1589763684,31.258397817611694,281.42936635017395,27017,gammaumd5,129.2.189.147,281.42936635017395,577600,9,8,6757fd6c,0,-12.994613730814311,-123.88213439673805,-127.94933833018877,3.638005732869104,2.8342423158076855,2.588330832775682,-4.070383248684739,-56.814672740207364,-53.67893410407317,17.75648822945508,6.082893520487829,2.158877476991754,0.0,0.4,30,1507328,577600,0.0,0.0,1200,2101,44.9875,61.00999999999999,0.0,0.0,0.0385,0.037662219802159905,48349,0.2,0.4,"[0.0, 0.0, 0.0, 1.0, 1.0]",25.745,147.407,148.788,139680,396288,41994920,25000,139680,396288,42292436,25000,139680,396288,42052116,25000,-0.4265681,1.7699167,-15.28796,-4.9735565,14.192963,-104.29539,-6.0259147,1.680092,-127.06611
13.324630024144412,-212.12909340392798,-70.71883566545323,271.5,88,68960,False,646560,2804,10,fe6b6dd268954c288c3320dc96cee22c,2020-05-18_01-01-56,1589763716,31.224340677261353,312.6537070274353,27017,gammaumd5,129.2.189.147,312.6537070274353,646560,10,8,6757fd6c,0,-12.994613730814311,-117.40173989262743,-127.94933833018877,4.398332152826086,4.4071757358809265,4.519122135437399,-2.9111411397942994,-55.36233535357908,-12.44535917207987,17.704902779320868,6.011497863879511,2.1477082214053955,0.0,0.4,33,1681408,646560,0.0,0.0,1346,2101,45.44358974358974,61.47692307692307,0.0,0.0,0.0394871794871795,0.037662219802159905,48690,0.16,0.36660605559646714,"[0.0, 0.0, 0.0, 1.0, 1.0]",27.892,145.915,145.267,158400,442368,41994920,25000,158400,442368,42292436,25000,158400,442368,42052116,25000,-0.5212207,0.87535214,-8.646613,-5.407264,3.015361,-130.68466,-1.1063615,6.5080957,-74.52929
