episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,timesteps_this_iter,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,num_healthy_workers,trial_id,experiment_tag,policy_reward_min/policy_0,policy_reward_min/policy_1,policy_reward_min/policy_2,policy_reward_max/policy_0,policy_reward_max/policy_1,policy_reward_max/policy_2,policy_reward_mean/policy_0,policy_reward_mean/policy_1,policy_reward_mean/policy_2,sampler_perf/mean_env_wait_ms,sampler_perf/mean_processing_ms,sampler_perf/mean_inference_ms,info/min_exploration,info/max_exploration,info/num_target_updates,info/num_steps_trained,info/num_steps_sampled,info/sample_throughput,info/train_throughput,info/num_weight_syncs,info/num_samples_dropped,perf/cpu_util_percent,perf/ram_util_percent,perf/gpu_util_percent0,perf/vram_util_percent0,perf/gpu_util_percent1,perf/vram_util_percent1,info/learner_queue/size_count,info/learner_queue/size_mean,info/learner_queue/size_std,info/learner_queue/size_quantiles,info/replay_shard_0/add_batch_time_ms,info/replay_shard_0/replay_time_ms,info/replay_shard_0/update_priorities_time_ms,info/replay_shard_0/policy_policy_0/added_count,info/replay_shard_0/policy_policy_0/sampled_count,info/replay_shard_0/policy_policy_0/est_size_bytes,info/replay_shard_0/policy_policy_0/num_entries,info/replay_shard_0/policy_policy_1/added_count,info/replay_shard_0/policy_policy_1/sampled_count,info/replay_shard_0/policy_policy_1/est_size_bytes,info/replay_shard_0/policy_policy_1/num_entries,info/replay_shard_0/policy_policy_2/added_count,info/replay_shard_0/policy_policy_2/sampled_count,info/replay_shard_0/policy_policy_2/est_size_bytes,info/replay_shard_0/policy_policy_2/num_entries,info/learner/policy_0/mean_q,info/learner/policy_0/max_q,info/learner/policy_0/min_q,info/learner/policy_1/mean_q,info/learner/policy_1/max_q,info/learner/policy_1/min_q,info/learner/policy_2/mean_q,info/learner/policy_2/max_q,info/learner/policy_2/min_q
27.30043769534676,-231.69776572613046,-105.10269176173932,82.5378486055777,251,58560,False,58560,251,1,bf84a22ba5be4c908087338a765d8f54,2020-06-02_23-53-02,1591156382,31.006529808044434,31.006529808044434,55481,prophet,129.2.189.146,31.006529808044434,58560,1,8,9e5bbc9c,0,-113.10151472804137,-111.59443828936978,-114.0787126639237,8.775414412220314,9.212616759895653,9.312406523230791,-38.97306034043785,-28.853605243650108,-37.276026177651396,14.058446265524841,4.715344851946426,2.017004770063583,0.0,0.4,2,136192,58560,0.0,0.0,118,1610,41.69024390243902,20.36829268292683,0.0,8.946144211844693e-05,0.027317073170731704,0.029084536550447817,59627,0.08,0.2712931993250107,"[0.0, 0.0, 0.0, 0.0, 1.0]",23.288,130.676,129.347,14560,38912,24480948,14560,14560,38912,24637812,14560,14560,38912,24524300,14560,-4.8513145,5.2066994,-97.3823,-4.155025,2.795626,-86.49738,-5.5528393,4.8765593,-98.84571
-6.900333013851196,-320.2886283204425,-113.59361787103876,75.73825503355705,447,87360,False,145920,698,2,bf84a22ba5be4c908087338a765d8f54,2020-06-02_23-53-33,1591156413,31.39627718925476,62.402806997299194,55481,prophet,129.2.189.146,62.402806997299194,145920,2,8,9e5bbc9c,0,-117.93568961997516,-117.87551709955248,-125.68954369906956,5.844352727600679,6.998288436637566,7.023705825752884,-47.79257483660935,-16.026692874817144,-49.77435015961227,13.530999140304052,4.708493375699262,1.944905866616797,0.0,0.4,6,331776,145920,0.0,0.0,301,1610,43.55853658536586,26.614634146341466,0.0,8.946144211844693e-05,0.04341463414634147,0.030332856120257694,60009,0.18,0.4770744176750626,"[0.0, 0.0, 0.0, 1.0, 2.0]",22.359,142.928,139.281,38880,87552,41972288,25000,38880,87552,42282416,25000,38880,87552,42059508,25000,-4.0834427,33.85841,-107.87017,-2.2775016,2.2990334,-88.13552,-7.2364693,3.8287113,-109.490265
-25.123595271958052,-222.8507528603077,-113.4467707215158,60.01171875,512,82880,False,228800,1210,3,bf84a22ba5be4c908087338a765d8f54,2020-06-02_23-54-04,1591156444,31.26619791984558,93.66900491714478,55481,prophet,129.2.189.146,93.66900491714478,228800,3,8,9e5bbc9c,0,-110.46553793145965,-121.50296017310272,-121.48788119906871,8.029321437158309,4.382427846702434,5.255919142082952,-16.902983482797485,-18.43618681303406,-78.10760042568428,13.585654051670621,4.8698530227454375,1.9411410359438364,0.0,0.4,10,521728,228800,0.0,0.0,474,1610,47.4825,33.79,0.0,8.946144211844694e-05,0.045250000000000005,0.03874149964209019,60380,0.04,0.19595917942265426,"[0.0, 0.0, 0.0, 0.0, 1.0]",24.495,141.915,146.938,59840,134144,41972288,25000,59840,134144,42282416,25000,59840,134144,42059508,25000,-5.348759,16.081749,-121.18148,-3.0729537,3.721116,-91.315094,-10.016113,5.298086,-113.03173
-85.46432319493033,-306.2578179000411,-124.49697555852205,57.780911062906725,461,71200,False,300000,1671,4,bf84a22ba5be4c908087338a765d8f54,2020-06-02_23-54-36,1591156476,31.28418231010437,124.95318722724915,55481,prophet,129.2.189.146,124.95318722724915,300000,4,8,9e5bbc9c,0,-114.78251465084031,-118.07436918521611,-117.91286673536524,4.614298808233187,6.847896390904978,5.715425499016419,-57.64665731570954,-36.611618330757786,-30.238699912054738,14.05791131078588,5.197750735702657,2.0318121412912387,0.0,0.4,13,692224,300000,2899.522,9278.471,621,1610,62.1725,43.8725,0.0,8.946144211844694e-05,0.041249999999999995,0.06825340014316392,60713,0.14,0.34698703145794946,"[0.0, 0.0, 0.0, 1.0, 1.0]",27.365,159.656,166.526,75520,177664,41972288,25000,75520,177664,42282416,25000,75520,177664,42059508,25000,-10.648276,4.8286304,-123.2777,-5.645583,4.686851,-100.95532,-8.719668,3.0860956,-108.83271
-87.60692969616504,-319.8700814617332,-126.86410681975272,70.75637393767705,353,68000,False,368000,2024,5,bf84a22ba5be4c908087338a765d8f54,2020-06-02_23-55-07,1591156507,31.46378993988037,156.41697716712952,55481,prophet,129.2.189.146,156.41697716712952,368000,5,8,9e5bbc9c,0,-118.89125062618405,-121.61393132860152,-123.50857716573712,3.1218415408705624,6.625188693016142,6.632959734958902,-45.349061579626884,-26.006953917638327,-55.50809132248752,14.548055610555593,5.393664894836202,2.1175012414771706,0.0,0.4,17,853504,368000,0.0,0.0,763,1610,68.25,53.9,0.0,8.946144211844694e-05,0.03475,0.07283464566929133,61029,0.08,0.2712931993250107,"[0.0, 0.0, 0.0, 0.0, 1.0]",27.149,177.056,180.345,94720,219136,41972288,25000,94720,219136,42282416,25000,94720,219136,42059508,25000,-10.086197,7.700688,-100.09734,-2.7892652,10.589123,-106.131355,-8.394252,13.9897995,-101.34789
-71.14548359322362,-322.64769649365917,-126.24393584921421,60.94144144144144,444,70080,False,438080,2468,6,bf84a22ba5be4c908087338a765d8f54,2020-06-02_23-55-39,1591156539,31.23280429840088,187.6497814655304,55481,prophet,129.2.189.146,187.6497814655304,438080,6,8,9e5bbc9c,0,-121.07354781070414,-122.95225772975634,-116.62131918757223,5.123828790305801,4.003563388095543,12.730977955429502,-56.698870246696806,-39.89991823561939,-29.645147366898016,14.82038960291744,5.5143738751525815,2.1319439404338456,0.0,0.4,20,1013248,438080,0.0,0.0,908,1610,70.535,59.0825,0.0,8.946144211844694e-05,0.03175,0.07283464566929133,61340,0.08,0.2712931993250107,"[0.0, 0.0, 0.0, 0.0, 1.0]",27.279,180.857,161.724,112800,259584,41972288,25000,112800,259584,42282416,25000,112800,259584,42059508,25000,-11.336279,5.8963137,-126.80346,-8.030783,9.271011,-130.05663,-4.190818,4.1923337,-109.29511
-89.78362888121046,-230.33645401429385,-118.78954297654002,59.78893442622951,488,79040,False,517120,2956,7,bf84a22ba5be4c908087338a765d8f54,2020-06-02_23-56-10,1591156570,31.24601173400879,218.89579319953918,55481,prophet,129.2.189.146,218.89579319953918,517120,7,8,9e5bbc9c,0,-118.36007756437175,-120.18802005432858,-115.86209699643466,4.924938994847857,3.6564710258195774,3.3533510620084854,-48.77771565564679,-17.23330000836526,-52.77852731252797,14.732431206115177,5.493303550833961,2.112821651560947,0.0,0.4,23,1194496,517120,3794.827,0.0,1075,1610,53.1560975609756,65.26341463414634,0.0,8.946144211844693e-05,0.04902439024390245,0.07581140772037641,61696,0.08,0.2712931993250107,"[0.0, 0.0, 0.0, 0.0, 1.0]",26.941,155.517,149.405,131520,304128,41972288,25000,131520,304128,42282416,25000,131520,304128,42059508,25000,-8.727623,5.910516,-126.82315,-3.2466598,7.7933426,-90.73306,-9.852862,4.138409,-119.82464
-83.66654384532015,-331.3972082508262,-107.8151294335319,54.74949083503055,491,71200,False,588320,3447,8,bf84a22ba5be4c908087338a765d8f54,2020-06-02_23-56-41,1591156601,31.36591386795044,250.26170706748962,55481,prophet,129.2.189.146,250.26170706748962,588320,8,8,9e5bbc9c,0,-111.97362015512772,-112.51357889873907,-116.96651208237745,3.7836898394549863,7.6363505520081745,7.819045766179137,-9.456924828651099,-7.793531388401115,-90.56467321647969,14.877932134979531,5.552203612556151,2.110599845145916,0.0,0.4,27,1356288,588320,0.0,0.0,1223,1610,68.27000000000001,67.1325,0.0,8.946144211844694e-05,0.02975,0.07677165354330709,62011,0.22,0.46,"[0.0, 0.0, 0.0, 1.0, 2.0]",28.547,187.02,170.875,149920,343552,41972288,25000,149920,343552,42282416,25000,149920,343552,42059508,25000,-5.4042425,7.022431,-101.27204,-3.0641618,5.3193536,-47.11558,-12.683939,4.9048786,-103.61974
-95.2599923836533,-225.51007966604084,-108.47464737052552,51.09403254972875,553,74400,False,662720,4000,9,bf84a22ba5be4c908087338a765d8f54,2020-06-02_23-57-12,1591156632,31.24622082710266,281.5079278945923,55481,prophet,129.2.189.146,281.5079278945923,662720,9,8,9e5bbc9c,0,-120.18111826557046,-113.56330912102325,-112.3792425649396,2.3951124520196245,2.577204442975926,2.091534635052085,-15.038387045712012,-7.856946548599364,-85.57931377621415,14.905617212405145,5.591558139273268,2.1044040151468097,0.0,0.4,30,1527296,662720,0.0,156089.813,1378,1610,61.55499999999999,67.705,0.0,8.946144211844694e-05,0.041,0.07677165354330709,62344,0.12,0.3249615361854384,"[0.0, 0.0, 0.0, 1.0, 1.0]",23.093,152.272,146.426,169440,384512,41972288,25000,169440,384512,42282416,25000,169440,384512,42059508,25000,-3.7572503,11.025864,-104.03993,-1.6552575,4.4537015,-89.582115,-14.9892645,3.1984813,-99.015495
-93.96499277395196,-215.33005136135034,-107.80032635490691,46.347529812606474,587,72320,False,735040,4587,10,bf84a22ba5be4c908087338a765d8f54,2020-06-02_23-57-44,1591156664,31.502745389938354,313.01067328453064,55481,prophet,129.2.189.146,313.01067328453064,735040,10,8,9e5bbc9c,0,-116.73546447845487,-112.72207988472655,-106.6821455754495,2.33850955047334,2.7176921362212525,1.5362879202390687,-34.065158460026794,-0.9179250417752851,-72.81724285310486,14.961687147695008,5.648825206871358,2.1016529090475338,0.0,0.4,33,1693696,735040,0.0,0.0,1529,1610,63.68048780487805,68.57560975609755,0.0,8.946144211844693e-05,0.03463414634146341,0.07677165354330708,62669,0.08,0.2712931993250107,"[0.0, 0.0, 0.0, 0.0, 1.0]",32.654,197.473,174.184,186560,425472,41972288,25000,186560,425472,42282416,25000,186560,425472,42059508,25000,-8.560101,8.546277,-110.44973,-1.2595985,2.0150843,-108.03693,-15.467035,3.7009904,-110.05701
